time	susceptible (0-9)	susceptible (10-19)	susceptible (20-29)	susceptible (30-39)	susceptible (40-49)	susceptible (50-59)	susceptible (60-69)	susceptible (70-79)	susceptible (80+)	susceptible (total)	severe (0-9)	severe (10-19)	severe (20-29)	severe (30-39)	severe (40-49)	severe (50-59)	severe (60-69)	severe (70-79)	severe (80+)	severe (total)	exposed (0-9)	exposed (10-19)	exposed (20-29)	exposed (30-39)	exposed (40-49)	exposed (50-59)	exposed (60-69)	exposed (70-79)	exposed (80+)	exposed (total)	overflow (0-9)	overflow (10-19)	overflow (20-29)	overflow (30-39)	overflow (40-49)	overflow (50-59)	overflow (60-69)	overflow (70-79)	overflow (80+)	overflow (total)	ICU (0-9)	ICU (10-19)	ICU (20-29)	ICU (30-39)	ICU (40-49)	ICU (50-59)	ICU (60-69)	ICU (70-79)	ICU (80+)	ICU (total)	infectious (0-9)	infectious (10-19)	infectious (20-29)	infectious (30-39)	infectious (40-49)	infectious (50-59)	infectious (60-69)	infectious (70-79)	infectious (80+)	infectious (total)	cumulative_recovered (0-9)	cumulative_recovered (10-19)	cumulative_recovered (20-29)	cumulative_recovered (30-39)	cumulative_recovered (40-49)	cumulative_recovered (50-59)	cumulative_recovered (60-69)	cumulative_recovered (70-79)	cumulative_recovered (80+)	cumulative_recovered (total)	cumulative_hospitalized (0-9)	cumulative_hospitalized (10-19)	cumulative_hospitalized (20-29)	cumulative_hospitalized (30-39)	cumulative_hospitalized (40-49)	cumulative_hospitalized (50-59)	cumulative_hospitalized (60-69)	cumulative_hospitalized (70-79)	cumulative_hospitalized (80+)	cumulative_hospitalized (total)	cumulative_critical (0-9)	cumulative_critical (10-19)	cumulative_critical (20-29)	cumulative_critical (30-39)	cumulative_critical (40-49)	cumulative_critical (50-59)	cumulative_critical (60-69)	cumulative_critical (70-79)	cumulative_critical (80+)	cumulative_critical (total)	cumulative_fatality (0-9)	cumulative_fatality (10-19)	cumulative_fatality (20-29)	cumulative_fatality (30-39)	cumulative_fatality (40-49)	cumulative_fatality (50-59)	cumulative_fatality (60-69)	cumulative_fatality (70-79)	cumulative_fatality (80+)	cumulative_fatality (total)
2020-08-17	13242900	14113361	15367483	14892128	13451909	14042573	12831721	8028990	4383189	110354254	71	266	578	976	2718	5658	15836	17659	19488	63250	60166	64121	69819	67659	61116	63799	58298	36478	19914	501369	0	0	0	0	0	1367	25104	54746	73356	154573	59	408	888	2077	7162	15133	21720	2052	0	49499	89598	95487	103972	100756	91012	95008	86816	54322	29655	746627	26328505	28057534	30548685	29598722	26714778	27813001	25042691	15153284	7713636	216970835	13164	42089	91658	133235	320932	697967	1913350	2234793	2178605	7625795	676	4466	9727	21923	72837	197424	777917	1166129	1439558	3690657	185	1218	2652	5954	19702	83540	405991	735079	907972	2162293
2020-08-18	13227008	14096425	15349043	14874258	13435767	14025722	12816323	8019356	4377929	110221831	66	246	535	908	2541	5284	14774	16383	18131	58868	55058	58676	63890	61914	55926	58382	53348	33381	18223	458799	0	0	0	0	0	1237	22715	50610	69170	143732	56	388	844	1979	6838	14530	21945	2919	0	49499	82014	87405	95172	92228	83308	86966	79468	49724	27145	683430	26357096	28088027	30581922	29630987	26744165	27843920	25071625	15171306	7723552	217212600	13179	42135	91758	133379	321281	698725	1915428	2237219	2180971	7634074	677	4475	9745	21970	73013	197880	779702	1168681	1443005	3699148	186	1226	2670	5997	19852	84038	407981	738929	913061	2173942
2020-08-19	13212465	14080926	15332166	14857903	13420994	14010301	12802232	8010538	4373115	110100639	60	228	496	845	2375	4935	13787	15199	16864	54789	50384	53696	58468	56659	51180	53427	48820	30547	16676	419858	0	0	0	0	0	1119	20554	46562	65180	133415	54	369	803	1885	6524	13939	22039	3888	0	49499	75067	80002	87110	84416	76252	79600	72737	45512	24846	625543	26383266	28115939	30612346	29660524	26771078	27872246	25098167	15187842	7732670	217434079	13192	42177	91849	133512	321600	699419	1917329	2239440	2183136	7641652	678	4483	9762	22014	73176	198305	781368	1171049	1446211	3707046	187	1234	2688	6039	19996	84512	409844	742521	917858	2184879
2020-08-20	13199154	14066740	15316720	14842935	13407473	13996186	12789334	8002468	4368710	109989718	56	211	459	786	2220	4610	12869	14100	15683	50994	46110	49141	53508	51853	46838	48894	44678	27956	15262	384240	0	0	0	0	0	1013	18598	42616	61384	123611	51	350	763	1794	6222	13361	22019	4939	0	49499	68706	73222	79729	77262	69790	72855	66573	41655	22741	572532	26407219	28141487	30640195	29687563	26795723	27898197	25122517	15203012	7741055	217636967	13204	42215	91932	133633	321892	700054	1919069	2241473	2185117	7648588	679	4490	9778	22054	73329	198703	782922	1173245	1449193	3714395	189	1242	2705	6078	20132	84963	411592	745862	922377	2195139
2020-08-21	13186970	14053755	15302581	14829234	13395097	13983267	12777528	7995081	4364677	109888190	51	195	425	732	2075	4307	12016	13082	14582	47466	42201	44975	48971	47456	42867	44749	40891	25586	13968	351663	0	0	0	0	0	916	16828	38784	57775	114304	48	333	724	1707	5931	12798	21901	6056	0	49499	62882	67015	72970	70713	63874	66679	60929	38124	20813	524000	26429142	28164871	30665684	29712313	26818291	27921970	25144855	15216930	7748764	217822821	13215	42250	92009	133744	322159	700635	1920662	2243333	2186931	7654936	680	4497	9793	22092	73472	199074	784373	1175283	1451967	3721231	190	1249	2721	6116	20262	85392	413231	748965	926632	2204756
2020-08-22	13175817	14041869	15289639	14816692	13383768	13971440	12766722	7988319	4360985	109795251	47	181	394	681	1940	4025	11223	12139	13556	44186	38626	41165	44822	43436	39235	40958	37426	23418	12785	321871	0	0	0	0	0	829	15226	35076	54348	105480	46	316	688	1623	5652	12251	21698	7226	0	49499	57551	61334	66784	64718	58459	61026	55764	34892	19048	479578	26449206	28186273	30689014	29734969	26838957	27943750	25165350	15229700	7755853	217993073	13225	42282	92078	133845	322403	701166	1922120	2245036	2188590	7660746	681	4503	9807	22128	73606	199421	785728	1177173	1454545	3727592	191	1256	2736	6151	20386	85799	414769	751839	930635	2213762
2020-08-23	13165607	14030987	15277790	14805210	13373396	13960613	12756828	7982129	4357606	109710166	44	168	365	634	1814	3762	10486	11266	12600	41138	35356	37680	41028	39759	35914	37491	34258	21436	11702	294627	0	0	0	0	0	750	13777	31534	51060	97122	43	300	652	1543	5383	11719	21424	8397	38	49499	52672	56135	61123	59232	53504	55853	51037	31935	17434	438924	26467570	28205861	30710368	29755707	26857882	27963703	25184155	15241417	7762371	218149035	13234	42311	92142	133938	322627	701653	1923454	2246594	2190109	7666063	682	4509	9819	22160	73731	199746	786994	1178928	1456941	3733510	192	1263	2750	6185	20505	86187	416213	754496	934400	2222189
2020-08-24	13156258	14021024	15266942	14794697	13363900	13950700	12747770	7976461	4354512	109632263	40	155	338	590	1697	3516	9800	10459	11710	38306	32366	34494	37559	36397	32877	34321	31361	19623	10713	269712	0	0	0	0	0	679	12466	28330	47739	89214	41	284	619	1466	5124	11204	21088	9389	283	49499	48208	51377	55943	54212	48969	51119	46712	29228	15956	401725	26484377	28223789	30729913	29774691	26875213	27981984	25201412	15252168	7768365	218291913	13242	42338	92201	134023	322832	702098	1924675	2248020	2191500	7670930	683	4514	9831	22191	73848	200049	788177	1180556	1459169	3739018	192	1269	2764	6217	20617	86555	417570	756950	937933	2230068
2020-08-25	13147698	14011901	15257008	14785070	13355204	13941623	12739475	7971271	4351678	109560928	37	144	313	550	1587	3288	9163	9714	10882	35677	29632	31580	34386	33323	30100	31422	28712	17966	9808	246929	0	0	0	0	0	614	11280	25452	44393	81739	39	269	587	1393	4877	10705	20701	10201	728	49499	44124	47025	51203	49619	44821	46789	42754	26752	14604	367691	26499761	28240199	30747803	29792068	26891085	27998734	25217249	15262035	7773876	218422810	13250	42363	92254	134101	323019	702506	1925792	2249325	2192772	7675384	683	4519	9842	22220	73958	200332	789282	1182069	1461239	3744144	193	1275	2777	6248	20724	86905	418845	759219	941241	2237427
2020-08-26	13139858	14003546	15247910	14776254	13347241	13933309	12731879	7966518	4349083	109495599	34	133	290	512	1485	3074	8570	9025	10111	33235	27132	28916	31485	30511	27560	28771	26290	16450	8980	226095	0	0	0	0	0	556	10207	22866	41052	74680	37	255	556	1322	4639	10223	20271	10853	1343	49499	40388	43043	46868	45418	41025	42827	39134	24487	13368	336557	26513841	28255219	30764179	29807977	26905621	28014082	25231785	15271091	7778944	218542739	13257	42385	92303	134172	323191	702879	1926815	2250520	2193937	7679461	684	4524	9852	22246	74060	200597	790316	1183473	1463162	3748915	194	1281	2789	6277	20826	87237	420043	761319	944329	2244297
2020-08-27	13132677	13995894	15239578	14768179	13339947	13925695	12724921	7962164	4346707	109435763	31	124	269	477	1389	2875	8018	8389	9396	30968	24846	26479	28832	27940	25238	26346	24074	15064	8224	207042	0	0	0	0	0	503	9235	20543	37738	68019	35	242	527	1255	4412	9757	19807	11364	2101	49499	36970	39400	42902	41575	37554	39203	35822	22415	12237	308077	26526730	28268969	30779170	29822541	26918935	28028147	25245130	15279405	7783605	218652629	13263	42406	92348	134238	323348	703221	1927752	2251614	2195003	7683193	684	4528	9861	22271	74156	200845	791283	1184779	1464950	3753357	195	1286	2800	6305	20923	87553	421171	763265	947204	2250703
2020-08-28	13126100	13988883	15231945	14760782	13333266	13918720	12718548	7958176	4344530	109380950	29	115	249	444	1300	2690	7504	7802	8732	28865	22755	24251	26405	25589	23114	24129	22048	13796	7532	189619	0	0	0	0	0	455	8356	18455	34472	61738	33	229	499	1191	4194	9308	19315	11752	2980	49499	33844	36069	39274	38059	34378	35888	32794	20519	11202	282028	26538528	28281556	30792893	29835875	26931130	28041036	25257382	15287038	7787892	218753330	13269	42425	92389	134297	323492	703533	1928609	2252615	2195979	7686609	685	4532	9870	22294	74246	201077	792189	1185993	1466610	3757495	196	1291	2811	6331	21015	87853	422232	765070	949873	2256672
2020-08-29	13120073	13982461	15224952	14754005	13327144	13912330	12712708	7954522	4342535	109330731	27	106	231	414	1217	2517	7026	7260	8116	26912	20843	22213	24186	23438	21172	22101	20196	12637	6899	173684	0	0	0	0	0	412	7561	16580	31269	55822	31	217	472	1129	3986	8875	18800	12031	3957	49499	30985	33022	35956	34844	31474	32856	30023	18786	10256	258202	26549329	28293079	30805458	29848084	26942302	28052851	25268633	15294048	7791835	218845620	13275	42442	92427	134352	323623	703820	1929393	2253531	2196873	7689736	685	4536	9878	22315	74329	201294	793036	1187122	1468154	3761349	196	1296	2822	6356	21103	88137	423231	766745	952344	2262230
2020-08-30	13114551	13976576	15218544	14747796	13321535	13906474	12707358	7951174	4340707	109284715	25	98	214	386	1139	2355	6580	6758	7546	25101	19094	20349	22157	21472	19395	20247	18501	11576	6320	159110	0	0	0	0	0	369	6842	14896	28147	50253	29	205	447	1071	3787	8463	18270	12215	5013	49499	28370	30235	32922	31903	28818	30083	27489	17200	9390	236410	26559218	28303630	30816962	29859265	26952538	28063680	25278967	15300487	7795463	218930211	13280	42458	92461	134402	323744	704082	1930112	2254371	2197691	7692600	686	4539	9885	22335	74408	201497	793829	1188173	1469589	3764941	197	1300	2832	6379	21186	88407	424172	768301	954626	2267401
2020-08-31	13109490	13971183	15212671	14742105	13316394	13901108	12702454	7948106	4339032	109242543	23	91	199	359	1067	2205	6165	6295	7018	23421	17494	18644	20301	19673	17770	18550	16951	10606	5790	145780	0	0	0	0	0	154	6191	13382	25287	45014	28	194	422	1015	3597	8245	17727	12317	5954	49499	25978	27686	30146	29214	26388	27547	25172	15750	8598	216480	26568273	28313291	30827497	29869504	26961917	28073609	25288461	15306403	7798802	219007757	13284	42472	92493	134448	323854	704322	1930770	2255139	2198440	7695222	686	4543	9892	22354	74481	201686	794572	1189151	1470923	3768289	198	1305	2841	6402	21265	88661	425058	769749	956729	2272207
2020-09-01	13104852	13966239	15207288	14736888	13311682	13896189	12697960	7945294	4337497	109203889	21	85	184	335	999	2064	5778	5866	6530	21863	16031	17085	18603	18027	16284	16999	15533	9719	5306	133587	0	0	0	0	0	0	5347	12023	22718	40087	26	183	399	962	3415	7990	17434	12348	6742	49499	23791	25355	27608	26754	24166	25227	23052	14424	7874	198251	26576566	28322138	30837145	29878882	26970511	28082713	25297184	15311839	7801875	219078853	13288	42486	92522	134490	323955	704542	1931372	2255843	2199126	7697622	686	4545	9899	22371	74550	201864	795269	1190063	1472165	3771412	198	1309	2850	6423	21341	88896	425891	771096	958669	2276672
